web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212396-3459","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Toubab Dialaw","30 000 000CFA","Toubab Dialao, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-toubab-dialaw-4409028"
"1706212396-3460","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Pikine","Prix sur demande","Pikine, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-pikine-4408835"
"1706212396-3461","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Yoff","1 000 000CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-yoff-4378110"
"1706212396-3462","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 6 pièces - Bongré","50 000 000CFA","Kaolack, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-bongre-4408226"
"1706212396-3463","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 9 pièces - Bayakh","Prix sur demande","Thies, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-bayakh-4408217"
"1706212396-3464","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Mermoz-Sacré Coeur","1 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-4375066"
"1706212396-3465","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 10 pièces  - Almadies","3 000 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-almadies-4372080"
"1706212396-3466","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 6 pièces - Somone","110 000 000CFA","Ngaparou, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-somone-4408017"
"1706212396-3467","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 6 pièces - Almadies","6 500 000 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-almadies-4371634"
"1706212396-3468","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 10 pièces - Mermoz - Sacré coeur","1 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-mermoz-sacre-coeur-4371023"
"1706212396-3469","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Mamelles","2 700 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-4367144"
"1706212396-3470","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Mariste","400 000CFA","Mariste, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mariste-4373543"
"1706212396-3471","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7pièces -  Mamelles","650 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-7pieces-mamelles-4373539"
"1706212396-3472","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Mermoz - Sacré coeur","2 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4370050"
"1706212396-3473","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 8 pièces - Almadies","4 000 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-almadies-4366570"
"1706212396-3474","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Mbao","350 000CFA","Mbao, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mbao-4404968"
"1706212396-3475","https://sn.coinafrique.com/categorie/villas?page=9","Vente maison R+1 - Keur Massar","50 000 000CFA","Keur Massar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-maison-r1-keur-massar-4404522"
"1706212396-3476","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Ouakam Cité Cheikh Amar","2 700 000CFA","Ouakam, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouakam-cite-cheikh-amar-4365818"
"1706212396-3477","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Mamelles","1 600 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelles-4365207"
"1706212396-3478","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 08 pièces - Sicap liberté","250 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-08-pieces-sicap-liberte-4404043"
"1706212396-3479","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa -  Tivaoune Peulh","22 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-tivaoune-peulh-4403871"
"1706212396-3480","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 04 pièces - Keur Massar","27 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-keur-massar-4402770"
"1706212396-3481","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 3 pièces - Hann Bel-air","160CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-hann-bel-air-4402438"
"1706212396-3482","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 8 pièces - Ouest Foire","175 000 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-ouest-foire-4366907"
"1706212396-3483","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 12 pièces - Mamelles","300 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-12-pieces-mamelles-4402017"
"1706212396-3484","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 6 pièces - Sicap Amitie 3","200 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-sicap-amitie-3-4366603"
"1706212396-3485","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces  - Mermoz battrain","1 500 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-battrain-4401738"
"1706212396-3486","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 12 pièces - Point E","1 500 000CFA","Point E, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-12-pieces-point-e-4401572"
"1706212396-3487","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 4 pièces - Sicap Liberté 6","80 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sicap-liberte-6-4365884"
"1706212396-3488","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Golf 3","95 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-golf-3-4400650"
"1706212396-3489","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Sipres","800 000CFA","Sipres, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sipres-4400595"
"1706212396-3490","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 3 pièces - Guediawaye","45 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-guediawaye-4400581"
"1706212396-3491","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 8 pièces - Point E","950 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-point-e-4400260"
"1706212396-3492","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa meublée 3 pièces - Somone","50 000 000CFA","Mbour, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-3-pieces-somone-4364825"
"1706212396-3493","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Mermoz","1 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-4364823"
"1706212396-3494","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Mermoz - Sacré coeur","2 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4363931"
"1706212396-3495","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces - Mariste","1 500 000CFA","Mariste, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mariste-4399042"
"1706212396-3496","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Dakar","110 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-4398231"
"1706212396-3497","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces  - Mermoz - Sacré Coeur","2 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-sacre-coeur-4361543"
"1706212396-3498","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 piéces - Fann Résidence","5 500 000CFA","Fann, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-fann-residence-4358885"
"1706212396-3499","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 8 pièces - Point E","950 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-point-e-4396580"
"1706212396-3500","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 9 pièces - Mariste","1 100 000CFA","Mariste, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-mariste-4361019"
"1706212396-3501","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 3 pièces - Keur Massar","40 000 000CFA","Keur Massar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-keur-massar-4395933"
"1706212396-3502","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 9 pièces - Almadies","2 500 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-almadies-4357895"
"1706212396-3503","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Mermoz","1 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-4357602"
"1706212396-3504","https://sn.coinafrique.com/categorie/villas?page=9","Location maison - Toubab Dialaw","400 000CFA","Toubab Dialao, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-maison-toubab-dialaw-4395280"
"1706212396-3505","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Almadies","3 500 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-4359345"
"1706212396-3506","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Cité Keur Gorgui","1 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-keur-gorgui-4356117"
"1706212396-3507","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 5 pièces - Dakar","50 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-dakar-4394088"
"1706212396-3508","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 6 pièces - Somone","125 000 000CFA","Mbour, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-somone-4393757"
"1706212396-3509","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 3 pièces - Saly","75 000 000CFA","Saly, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-saly-4393755"
"1706212396-3510","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Cité Sonatel","77 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-sonatel-4393639"
"1706212396-3511","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 9 pièces - Yoff","3 000 000CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-yoff-4393445"
"1706212396-3512","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces - Mermoz","800 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-4353645"
"1706212396-3513","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 10 piéces - Ouest Foire","230 000 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-ouest-foire-4356115"
"1706212396-3514","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 10 pièces - Grand Yoff","50 000 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-grand-yoff-4391041"
"1706212396-3515","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 4 pièces - Mermoz Sacré-Cœur","230 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mermoz-sacre-cur-4390820"
"1706212396-3516","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 4 pièces - Kounoune","Prix sur demande","Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-kounoune-4390552"
"1706212396-3517","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 6 pièces - Zac Mbao Cité Al Hasard","185 000 000CFA","Mbao, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-zac-mbao-cite-al-hasard-4354588"
"1706212396-3518","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Fann Résidence","5 500 000CFA","Fann, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-fann-residence-4354335"
"1706212396-3519","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Mermoz - Sacré coeur","2 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4353244"
"1706212396-3520","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Point E","1 200 000CFA","Point E, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-point-e-4349992"
"1706212396-3521","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa  7 pièces  -  Somone","260 000 000CFA","Ngaparou, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-somone-4352207"
"1706212396-3522","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 04 pièces - Petit Mbao","60 000 000CFA","Mbao, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-petit-mbao-4349421"
"1706212396-3523","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Thiès","45 000 000CFA","Saly, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-thies-4387530"
"1706212396-3524","https://sn.coinafrique.com/categorie/villas?page=9","Location villa meublée 3 pièces - Saint-Louis","30 000CFA","Saint Louis, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-3-pieces-saint-louis-4387389"
"1706212396-3525","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa R+1 - Lac rose","18 000 000CFA","Lac rose, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-lac-rose-4387110"
"1706212396-3526","https://sn.coinafrique.com/categorie/villas?page=9","vente villa- Dakar","Prix sur demande","Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-4348439"
"1706212396-3527","https://sn.coinafrique.com/categorie/villas?page=9","Vente  villa R+1  - Saly carrefour","120 000 000CFA","Saly, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-saly-carrefour-4386840"
"1706212396-3528","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Saly","300 000 000CFA","Saly, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-4386081"
"1706212402-3529","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 8 pièces - Somone","170 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-somone-4410887"
"1706212402-3530","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 6 pièces - Mermoz-Sacré Coeur","1 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4392203"
"1706212402-3531","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 3 pièces  - Nianing","185 000 000CFA","Thies, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-nianing-4395797"
"1706212402-3532","https://sn.coinafrique.com/categorie/villas?page=8","Vente maison - Tivaoune Peul","40 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-maison-tivaoune-peul-4431362"
"1706212402-3533","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 04 pièces - Ouakam","75 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-ouakam-4391051"
"1706212402-3534","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 9 pièces  -  Guediawaye","69 000 000CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-guediawaye-4429683"
"1706212402-3535","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 05 pièces  - Cité Cofia","80 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-05-pieces-cite-cofia-4429604"
"1706212402-3536","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Keur massar","Prix sur demande","Keur Massar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-4429417"
"1706212402-3537","https://sn.coinafrique.com/categorie/villas?page=8","Location villa meublée 5 pièces - Zac Mbao","600 000CFA","Mbao, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-5-pieces-zac-mbao-4429258"
"1706212402-3538","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 8 pièces - Sacré Coeur 2","170 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-sacre-coeur-2-4428729"
"1706212402-3539","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 7 pièces R+3  - Mamelles","2 500 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-r3-mamelles-4393015"
"1706212402-3540","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Saly Somone Mbour","180CFA","Mbour, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-somone-mbour-4428469"
"1706212402-3541","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 3 pièces - Saly","55 000 000CFA","Saly, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-saly-4427790"
"1706212402-3542","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 4 pièces -  Virage","900 000CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-virage-4391617"
"1706212402-3543","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 03 pièces - Rufisque","39 000 000CFA","Rufisque, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-03-pieces-rufisque-4426406"
"1706212402-3544","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 18 pièces - Ndiakhirate","50 000 000CFA","Lac rose, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-18-pieces-ndiakhirate-4388487"
"1706212402-3545","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 5 pièces - Sipres","105 000 000CFA","Sipres, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-4426039"
"1706212402-3546","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 5 pièces - Ngaparou","148 000 000CFA","Saly, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ngaparou-4425432"
"1706212402-3547","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 7 pièces - Mermoz-Sacré coeur","2 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-sacre-coeur-4386605"
"1706212402-3548","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 7 pièces - Hann Bel-Air","2 000 000CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-hann-bel-air-4389365"
"1706212402-3549","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 3 pièces - Dieuppeul-derklé","80 000 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-dieuppeul-derkle-4389225"
"1706212402-3550","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 6 pièces - Point E","2 000 000CFA","Point E, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-point-e-4389213"
"1706212402-3551","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 4 pièces - Thiès","40 000 000CFA","Thies, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-thies-4424839"
"1706212402-3552","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Cambérène","500 000CFA","Cambérène, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-camberene-4424827"
"1706212402-3553","https://sn.coinafrique.com/categorie/villas?page=8","Vente maison 5 pièces - Sicap Baobab","250 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-maison-5-pieces-sicap-baobab-4424344"
"1706212402-3554","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Point E","300 000 000CFA","Point E, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-point-e-4385127"
"1706212402-3555","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 6 pièces - Sacré-coeur 3","600 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-3-4385258"
"1706212402-3556","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 5 pièces - Bayakh","85 000 000CFA","Thies, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-bayakh-4424035"
"1706212402-3557","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 12 pièces - Sicap Liberté 5","115 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-12-pieces-sicap-liberte-5-4423911"
"1706212402-3558","https://sn.coinafrique.com/categorie/villas?page=8","vente villa 7 pièces - Sicap Liberté","230 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sicap-liberte-4395549"
"1706212402-3559","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 6 pièces - Somone","125 000 000CFA","Thies, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-somone-4389542"
"1706212402-3560","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 07 pièces - Mamelles","1 500 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-mamelles-4423141"
"1706212402-3561","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 6 pièces - Ouakam","2 500 000CFA","Ouakam, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ouakam-4387546"
"1706212402-3562","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 12 pièces - Almadies","4 000 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-12-pieces-almadies-4386662"
"1706212402-3563","https://sn.coinafrique.com/categorie/villas?page=8","Location villa f7 - Liberte 5","950 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-f7-liberte-5-4386994"
"1706212402-3564","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 08 pièces - Ngor Almadies","Prix sur demande","Sicap foire, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-08-pieces-ngor-almadies-4422433"
"1706212402-3565","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 3 pièces - Sicap Liberté 02","75 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-sicap-liberte-02-4382563"
"1706212402-3566","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 6 pièces - Almadies","2 500 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-4382567"
"1706212402-3567","https://sn.coinafrique.com/categorie/villas?page=8","Location villa - Almadies","2 500 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/villas/location-villa-almadies-4421728"
