Type_annonce,Nombre_pieces,Prix,Adresse,Image_link
Vente,5,350000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3575395_uploaded_image1_1645364933.jpg
Vente,5,90000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3575296_uploaded_image1_1645359693.jpg
Vente,3,95000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3536196_uploaded_image1_1642941879.jpg
Vente,7,290000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3536114_uploaded_image1_1642934620.jpg
Vente,5,60000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3573287_uploaded_image1_1645203044.jpg
Vente,4,70000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3573032_uploaded_image1_1645193016.jpg
Vente,3,18900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3573001_uploaded_image1_1645191052.jpg
Location,20,3500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3572993_uploaded_image1_1645190733.jpg
Vente,6,280,"Saly, Sénégal",https://images.coinafrique.com/thumb_3572512_uploaded_image1_1645169406.jpg
Vente,1500,380000000,"Gueule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_3572511_uploaded_image1_1645169229.jpg
Vente,225,30000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3572155_uploaded_image1_1645127284.jpg
Vente,4,55000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3570763_uploaded_image1_1645049794.jpg
Location,525,2000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_3570510_uploaded_image1_1645034606.jpg
Vente,2,55000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3570141_uploaded_image1_1645020539.jpg
Vente,8,225000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3568847_uploaded_image1_1644940672.jpg
Vente,8,220000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3568766_uploaded_image1_1644936924.jpg
Vente,6,60000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3568376_uploaded_image1_1644924820.jpg
Vente,10,400000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3568373_uploaded_image1_1644924623.94.jpeg
Vente,7,58000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3567857_uploaded_image1_1644880504.jpg
Vente,10,55000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3567372_uploaded_image1_1644851766.jpg
Vente,8,120000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3566521_uploaded_image1_1644787511.jpg
Vente,536,325000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3565389_uploaded_image1_1644688940.jpg
Vente,4,30000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3564216_uploaded_image1_1644605277.jpg
Vente,14,125000000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_3564193_uploaded_image1_1644603715.jpg
Vente,5,35000000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3562866_uploaded_image1_1644526198.jpg
Vente,6,40000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3562736_uploaded_image1_1644520605.jpg
Vente,20,300000000,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_3562663_uploaded_image1_1644518043.jpg
Vente,6,23000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3560626_uploaded_image1_1644411545.jpg
Location,5,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3519418_uploaded_image1_1641903455.jpg
Vente,5,90000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3556599_uploaded_image1_1644145395.jpg
Location,6,800000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3555429_uploaded_image1_1644059950.jpg
Location,400,115000000,"Toubab Dialao, Sénégal",https://images.coinafrique.com/thumb_3555105_uploaded_image1_1644026166.jpg
Vente,4,55000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_3555087_uploaded_image1_1644023238.jpg
Location,7,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3528394_uploaded_image1_1642438457.jpg
Location,10,2500000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_3554476_uploaded_image1_1643993766.jpg
Vente,5,138500000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3554051_uploaded_image1_1643979047.jpg
Location,5,2600000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3553914_uploaded_image1_1643975224.jpg
Vente,9,60000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3553840_uploaded_image1_1643972518.jpg
Vente,4,18900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3553808_uploaded_image1_1643971280.jpg
Vente,4,130000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_3553723_uploaded_image1_1643967629.jpg
Location,8,700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3553218_uploaded_image1_1643919715.jpg
Vente,5,250000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3552374_uploaded_image1_1643894267.jpg
Vente,2,55000000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3551068_uploaded_image1_1643829412.jpg
Vente,5,270000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3550613_uploaded_image1_1643812996.jpg
Vente,5,160000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3550339_uploaded_image1_1643805092.jpg
Location,6,1000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3550290_uploaded_image1_1643804095.jpg
Vente,5,130000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3549270_uploaded_image1_1643754865.jpg
Vente,4,270000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3549261_uploaded_image1_1643754562.jpg
Vente,8,58000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3549226_uploaded_image1_1643753271.jpg
Vente,8,90000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3548382_uploaded_image1_1643726293.jpg
Vente,4,85000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3548292_uploaded_image1_1643724815.jpg
Vente,6,264000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3548217_uploaded_image1_1643722942.jpg
Vente,5,130000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3547086_uploaded_image1_1643680632.jpg
Vente,8,53000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3543861_uploaded_image1_1643456273.jpg
Vente,2,25000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3543050_uploaded_image1_1643387791.jpg
Vente,3,60000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3542735_uploaded_image1_1643374556.jpg
Vente,4,18900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3541371_uploaded_image1_1643291993.jpg
Location,6,900000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3502570_uploaded_image1_1640864790.jpg
Vente,7,115000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3541187_uploaded_image1_1643286056.jpg
Vente,12,18000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3539933_uploaded_image1_1643203783.jpg
Vente,13,36000000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3539857_uploaded_image1_1643201567.jpg
Vente,4,130000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_3539856_uploaded_image1_1643201478.jpg
Vente,3,55000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_3539124_uploaded_image1_1643143060.jpg
Vente,4,200941308,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_3539121_uploaded_image1_1643142832.jpg
Vente,7,350000000,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_3538778_uploaded_image1_1643125666.jpg
Vente,6,125000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3538772_uploaded_image1_1643125510.jpg
Location,7,1800000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3538328_uploaded_image1_1643109813.jpg
Location,4,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3538172_uploaded_image1_1643103995.jpg
Vente,9,1500000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3498540_uploaded_image1_1640565386.jpg
Vente,3,900,"Thies, Sénégal",https://images.coinafrique.com/thumb_3534710_uploaded_image1_1642808193.jpg
Vente,8,800000000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3534670_uploaded_image1_1642805002.jpg
Location,5,130000,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_3521701_uploaded_image1_1642007696.jpg
Vente,3,40000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_3533243_uploaded_image1_1642726042.jpg
Vente,7,90000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3532739_uploaded_image1_1642694680.jpg
Vente,4,129000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3532473_uploaded_image1_1642686672.jpg
Vente,3,80000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3531175_uploaded_image1_1642612487.jpg
Vente,22,550000000,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_3530502_uploaded_image1_1642588566.jpg
Vente,5,180000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3530374_uploaded_image1_1642582830.jpg
Vente,8,65000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3528874_uploaded_image1_1642480868.jpg
Vente,7,300000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3493528_uploaded_image1_1640132508.jpg
Vente,6,800000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526831_uploaded_image1_1642340508.jpg
Location,5,500000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3525998_uploaded_image1_1642264597.jpg
Location,7,375000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3525959_uploaded_image1_1642263159.jpg
Vente,4,50000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_3525264_uploaded_image1_1642209048.jpg
Vente,4,35000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3525028_uploaded_image1_1642190979.jpg
Location,4,1500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3487070_uploaded_image1_1639671489.jpg
Location,8,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3524025_uploaded_image1_1642147514.jpg
Vente,6,27000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3523867_uploaded_image1_1642122783.jpg
Vente,7,238,"Thies, Sénégal",https://images.coinafrique.com/thumb_3522231_uploaded_image1_1642037823.jpg
Vente,5,135000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3521508_uploaded_image1_1642001524.jpg
Vente,7,70000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3521389_uploaded_image1_1641996641.jpg
Vente,5,13000000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3521262_uploaded_image1_1641992738.jpg
Vente,3,115000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3484133_uploaded_image1_1639508679.jpg
Vente,4,200000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_3519862_uploaded_image1_1641916819.jpg
Vente,1,30000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3519613_uploaded_image1_1641909576.jpg
Vente,2,55000000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3518210_uploaded_image1_1641833526.jpg
Location,10,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3478429_uploaded_image1_1639145687.jpg
Vente,300,33000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3515325_uploaded_image1_1641649259.jpg
Vente,4,60000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3515245_uploaded_image1_1641645660.jpg
Vente,8,55000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3514652_uploaded_image1_1641598263.jpg
Vente,5,40000000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3512709_uploaded_image1_1641499300.jpg
Vente,4,27000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3512346_uploaded_image1_1641485909.jpg
Vente,4,55000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3512205_uploaded_image1_1641482241.jpg
Location,9,1500000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3474793_uploaded_image1_1638967703.jpg
Vente,5,290000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3511710_uploaded_image1_1641468618.jpg
Location,7,600000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3474226_uploaded_image1_1638951999.jpg
Vente,4,35000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3510497_uploaded_image1_1641399124.jpg
Vente,600,145000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3509098_uploaded_image1_1641332861.jpg
Vente,4,97500000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3509041_uploaded_image1_1641330223.jpg
Location,5,650000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3508813_uploaded_image1_1641319844.jpg
Vente,3,17000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3494210_uploaded_image1_1640181528.jpg
Location,4,175000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3506454_uploaded_image1_1641215486.jpg
Vente,4,18900000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3506418_uploaded_image1_1641214290.jpg
Vente,5,70000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3505358_uploaded_image1_1641140701.jpg
Citroën,2008,2000000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3504402_uploaded_image1_1641052231.jpg
Vente,11,270000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3504353_uploaded_image1_1641049016.jpg
Vente,11,380000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3504351_uploaded_image1_1641048803.jpg
Location,4,65000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3463901_uploaded_image1_1638442506.jpg
Vente,5,75000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3502008_uploaded_image1_1640808496.jpg
Vente,4,42000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3501499_uploaded_image1_1640780979.jpg
Location,5,850000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3457978_uploaded_image1_1638139496.jpg
Vente,6,150000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3499054_uploaded_image1_1640611871.jpg
Vente,4,16000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3455513_uploaded_image1_1637935431.jpg
Vente,4,55000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3496471_uploaded_image1_1640346099.jpg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3452542_uploaded_image1_1637761391.jpg
Vente,3,300000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3495775_uploaded_image1_1640280758.jpg
Location,8,500000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_3494891_uploaded_image1_1640221575.jpg
Location,5,85000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3451531_uploaded_image1_1637698119.jpg
Vente,5,60000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3494658_uploaded_image1_1640206150.jpg
Location,8,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3493885_uploaded_image1_1640169211.jpg
Vente,3,15000000,"Fatick, Sénégal",https://images.coinafrique.com/thumb_3492929_uploaded_image1_1640098209.jpg
Vente,5,70000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3492677_uploaded_image2_1640088898.jpeg
Vente,3,15000000,"Fatick, Sénégal",https://images.coinafrique.com/thumb_3492528_uploaded_image1_1640083288.jpg
Location,7,1500000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3491982_uploaded_image1_1640028619.jpg
Vente,8,225000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3452726_uploaded_image1_1637767504.jpg
Location,5,1100000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3446654_uploaded_image1_1637402414.jpg
Vente,6,370000000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_3490470_uploaded_image1_1639920151.jpg
Vente,170,29000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3490431_uploaded_image1_1639917857.jpg
Location,10,2000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3445201_uploaded_image1_1637315891.jpg
Vente,4,118000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_3488412_uploaded_image1_1639757423.jpg
Vente,4,28000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3488309_uploaded_image1_1639751580.jpg
Location,4,400000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3487558_uploaded_image1_1639694592.jpg
Vente,6,375000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3485101_uploaded_image1_1639571305.jpg
Location,4,25000000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_3484494_uploaded_image1_1639531736.jpg
Vente,8,89000000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3484340_uploaded_image1_1639519241.jpg
Vente,5,29000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3483523_uploaded_image1_1639487997.jpg
Vente,4,38000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3483322_uploaded_image1_1639481999.jpg
Vente,5,30000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3482790_uploaded_image1_1639439023.jpg
Vente,8,90000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3482273_uploaded_image1_1639413222.jpg
Vente,5,65000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3481975_uploaded_image3_1639401429.jpeg
Vente,6,40000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3480678_uploaded_image1_1639311646.jpg
Location,4,1000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3434365_uploaded_image1_1636713642.jpg
Vente,7,85000000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3479851_uploaded_image1_1639234983.jpg
Vente,4,18900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3478557_uploaded_image1_1639149791.jpg
Vente,9,290000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3431774_uploaded_image1_1636567123.jpg
Vente,6,500000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3431808_uploaded_image1_1636568452.jpg
Vente,4,78000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3476447_uploaded_image1_1639049406.jpg
Vente,4,175000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3476370_uploaded_image1_1639047261.jpg
Vente,12,50000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3475917_uploaded_image1_1639015564.jpg
Location,7,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3475887_uploaded_image1_1639012205.jpg
Vente,4,18900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3474633_uploaded_image1_1638963760.jpg
Vente,7,150000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3471583_uploaded_image1_1638808662.jpg
Vente,4,15000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3469035_uploaded_image1_1638654890.jpg
Location,4,200000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3457069_uploaded_image1_1638048763.jpg
Vente,8,110000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3466953_uploaded_image1_1638551330.jpg
Vente,7,200000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3466563_uploaded_image1_1638538381.jpg
Vente,7,120000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3465496_uploaded_image1_1638487144.jpg
Location,3,1800000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3420239_uploaded_image1_1636020143.jpg
Location,5,225000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3463754_uploaded_image1_1638439293.jpg
Location,7,1350000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3463750_uploaded_image1_1638439154.jpg
Location,5,650000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3462646_uploaded_image2_1638379795.jpeg
Vente,7,195000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462600_uploaded_image1_1638378135.jpg
Vente,4,100000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3462397_uploaded_image1_1638372402.jpg
Vente,9,65000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462291_uploaded_image1_1638369262.jpg
Vente,6,400000000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462120_uploaded_image1_1638364331.jpg
Vente,5,115000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3461651_uploaded_image1_1638354696.jpg
Vente,7,100000000,"Geule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_3460844_uploaded_image1_1638314791.jpg
Vente,4,90000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3460633_uploaded_image1_1638305699.jpg
Vente,9,400000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3416707_uploaded_image1_1635867232.jpg
Vente,600,700000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3459798_uploaded_image1_1638269184.jpg
Vente,10,500000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3459796_uploaded_image1_1638269111.jpg
Vente,6,110000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3459354_uploaded_image1_1638223618.jpg
Vente,5,150000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3458619_uploaded_image1_1638189577.jpg
Vente,3,50000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3457036_uploaded_image1_1638045943.jpg
Location,7,600000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3456959_uploaded_image3_1638041519.jpeg
Vente,300,250000000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3456923_uploaded_image1_1638038853.jpg
Vente,4,65000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3407098_uploaded_image2_1635359206.jpeg
Vente,7,100000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3454641_uploaded_image1_1637874442.jpg
Vente,4,17000000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3454550_uploaded_image1_1637868756.jpg
Location,4,700000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3454211_uploaded_image1_1637854760.jpg
Location,4,500000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3405388_uploaded_image1_1635277187.jpg
Vente,4,95000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3450757_uploaded_image1_1637668632.jpg
Vente,9,105000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3404012_uploaded_image1_1635235642.jpg
Location,4,60000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3403716_uploaded_image1_1635204010.jpg
Location,6,800000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3449623_uploaded_image1_1637595866.jpg
Vente,4,18900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3449430_uploaded_image1_1637587877.jpg
Vente,7,65000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3449032_uploaded_image1_1637573983.jpg
Vente,4,85000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3448009_uploaded_image1_1637496885.jpg
Vente,10,35000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3446892_uploaded_image1_1637411706.jpg
Vente,4,21000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3446389_uploaded_image1_1637373317.jpg
Vente,4,50000000,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_3446272_uploaded_image1_1637360009.jpg
Vente,6,37000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3445835_uploaded_image1_1637339721.jpg
Vente,5000,600000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3445816_uploaded_image1_1637338801.jpg
Location,9,1700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3397753_uploaded_image1_1634852685.jpg
Location,5,900000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3444712_uploaded_image1_1637274400.jpg
Vente,800,30000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_3397442_uploaded_image1_1634837288.jpg
Vente,6,80000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3439959_uploaded_image1_1637052649.jpg
Vente,10,46000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3439431_uploaded_image1_1637007791.jpg
Vente,10,50000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3439391_uploaded_image1_1637005683.jpg
Vente,150,37000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3391597_uploaded_image1_1634560413.jpg
Vente,12,230000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3438735_uploaded_image1_1636978976.jpg
Vente,4,18900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3438546_uploaded_image1_1636973703.jpg
Vente,4,35000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3438277_uploaded_image1_1636963275.jpg
Vente,4,37000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3438273_uploaded_image1_1636963037.jpg
Vente,8,65000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3437873_uploaded_image1_1636923253.jpg
Vente,4,40000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3436241_uploaded_image1_1636812835.jpg
Location,6,250000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3435866_uploaded_image1_1636798057.jpg
Location,6,3000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3385401_uploaded_image1_1634207944.jpg
Vente,5,40000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3434019_uploaded_image1_1636698835.jpg
Vente,11,350000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3384261_uploaded_image1_1634141463.jpg
Vente,250,90000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3383148_uploaded_image1_1634107717.jpg
Vente,4,12700000,"Touba, Sénégal",https://images.coinafrique.com/thumb_3433127_uploaded_image1_1636642467.jpg
Location,6,3000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3381737_uploaded_image1_1634034114.jpg
