Type_annonce,Nombre_pieces,Prix,Adresse,Image_link
Vente,8,400000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4370401_uploaded_image1_1694289231.jpg
Vente,4,115000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4343361_uploaded_image1_1692557414.jpg
Vente,4,48000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4333685_uploaded_image1_1691942321.jpg
Vente,14,115000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4370089_uploaded_image1_1694270492.jpg
Vente,5,36499999,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4370081_uploaded_image1_1694270011.jpg
Location,6,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4332788_uploaded_image1_1691861020.jpg
Location,6,3500,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4366293_uploaded_image1_1694046459.jpg
Vente,4,280000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4366177_uploaded_image1_1694039241.jpg
Vente,3,250000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4329923_uploaded_image1_1691674906.jpg
Location,6,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4329920_uploaded_image1_1691674822.jpg
Vente,7,180000000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4365213_uploaded_image1_1693998766.jpg
Vente,5,50000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4364937_uploaded_image1_1693986307.jpg
Location,5,900000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4350795_uploaded_image1_1693016448.jpg
Vente,6,350000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330719_uploaded_image1_1691710966.jpg
Vente,4,48000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4326240_uploaded_image1_1691450332.jpg
Location,8,5000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330713_uploaded_image1_1691710149.jpg
Location,5,3300000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330710_uploaded_image1_1691709831.jpg
Vente,4,48000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4326227_uploaded_image1_1691449728.jpg
Vente,4,103000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4364631_uploaded_image1_1693950902.jpg
Vente,4,119000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4328968_uploaded_image1_1691611762.jpg
Vente,4,180000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4363681_uploaded_image1_1693907576.jpg
Vente,4,40000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4362849_uploaded_image1_1693845939.jpg
Location,8,2000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4325824_uploaded_image1_1691427744.jpg
Vente,6,616000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4324894_uploaded_image1_1691362340.jpg
Location,7,1000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4321762_uploaded_image1_1691153191.jpg
Location,6,900000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4359650_uploaded_image1_1693602412.jpg
Location,5,3500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4359563_uploaded_image1_1693598144.jpg
Vente,4,115000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4359507_uploaded_image1_1693594317.jpg
Vente,7,250000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4359296_uploaded_image1_1693585167.jpg
Location,3,300000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4359293_uploaded_image1_1693585062.jpg
Location,6,1300000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4358999_uploaded_image1_1693573157.jpg
Vente,6,75000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4358951_uploaded_image1_1693571568.jpg
Location,6,1200000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4326705_uploaded_image1_1691489726.jpg
Vente,8,250000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4358611_uploaded_image1_1693555321.jpg
Location,3,300000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4357910_uploaded_image1_1693499540.jpg
Vente,8,95000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4357888_uploaded_image1_1693497927.jpg
Location,5,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4318309_uploaded_image1_1690974949.jpg
Vente,4,420000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4321143_uploaded_image1_1691110552.jpg
Vente,5,220000000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4316168_uploaded_image1_1690856205.jpg
Vente,5,160000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4316170_uploaded_image1_1690856427.jpg
Vente,3,125000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4321123_uploaded_image1_1691109167.jpg
Location,5,1000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4356820_uploaded_image1_1693432284.jpg
Location,4,150000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4356411_uploaded_image1_1693410896.jpg
Location,6,3000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4316968_uploaded_image1_1690896476.jpg
Location,6,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4320350_uploaded_image1_1691070422.jpg
Location,4,2500000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4319826_uploaded_image1_1691052990.jpg
Vente,11,18000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4355527_uploaded_image1_1693369045.jpg
Location,6,700000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4355330_uploaded_image1_1693347350.jpg
Vente,4,150000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4354761_uploaded_image1_1693317863.jpg
Location,5,1000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4318419_uploaded_image1_1690978089.jpg
Vente,17,1700000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4354515_uploaded_image1_1693307579.jpg
Location,6,1300000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4352818_uploaded_image1_1693187313.jpg
Vente,4,250000000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4352322_uploaded_image1_1693152432.jpg
Vente,7,450000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4314860_uploaded_image1_1690755353.jpg
Vente,3,70000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4351695_uploaded_image1_1693084219.jpg
Vente,5,225000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4310451_uploaded_image1_1690449212.jpg
Vente,9,1300000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4325269_uploaded_image1_1691404370.jpg
Location,7,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4325261_uploaded_image1_1691404146.jpg
Vente,5,180000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4316578_uploaded_image1_1690883409.jpg
Vente,5,115,"Saly, Sénégal",https://images.coinafrique.com/thumb_4349053_uploaded_image1_1692901493.jpg
Vente,4,180000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4311009_uploaded_image1_1690471971.jpg
Location,3,30000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4348820_uploaded_image1_1692891199.jpg
Vente,5,97000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4321761_uploaded_image1_1691153092.jpg
Location,4,75000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4337552_uploaded_image1_1692192697.jpg
Location,6,1500000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4309051_uploaded_image1_1690369208.jpg
Location,6,3000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4308530_uploaded_image1_1690327644.jpg
Vente,2,7500000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4347939_uploaded_image1_1692834704.jpg
Vente,8,135000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4345460_uploaded_image1_1692704435.jpg
Vente,5,80000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4344942_uploaded_image1_1692658243.jpg
Vente,7,310000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4344557_uploaded_image1_1692638857.jpg
Vente,4,35000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4344165_uploaded_image1_1692620780.jpg
Vente,7,480000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4306442_uploaded_image1_1690208207.jpg
Vente,7,500000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4306392_uploaded_image1_1690205581.jpg
Vente,6,30000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4342583_uploaded_image1_1692477952.jpg
Vente,4,38000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4301751_uploaded_image1_1689855319.jpg
Vente,8,125,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4305795_uploaded_image1_1690165083.jpg
Vente,7,130,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4305793_uploaded_image1_1690164846.jpg
Vente,9,170,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4305791_uploaded_image1_1690164510.jpg
Vente,7,400000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4303813_uploaded_image1_1689981143.jpg
Vente,6,150000000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4298374_uploaded_image1_1689644708.jpg
Location,8,2800000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4302519_uploaded_image1_1689889852.jpg
Vente,5,40000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4338207_uploaded_image1_1692224660.jpg
Location,6,1850000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4297138_uploaded_image1_1689554070.jpg
Vente,8,600000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4330567_uploaded_image1_1691701195.jpg
Vente,4,500000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4330479_uploaded_image1_1691698023.jpg
Vente,12,140000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4300560_uploaded_image1_1689777764.88.jpeg
Vente,6,300000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4300492_uploaded_image1_1689774735.jpg
Vente,10,60000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4324309_uploaded_image1_1691324696.jpg
Vente,15,330000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4297120_uploaded_image1_1689552803.jpg
Vente,6,58000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4334133_uploaded_image1_1691971345.jpg
Vente,4,13500000,"Touba, Sénégal",https://images.coinafrique.com/thumb_4333860_uploaded_image1_1691952463.jpg
Vente,5,220000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4293779_uploaded_image1_1689297032.jpg
Location,6,1850000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4295891_uploaded_image1_1689447260.jpg
Vente,5,50000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4331772_uploaded_image1_1691779389.jpg
Location,5,3800000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4331710_uploaded_image1_1691775970.jpg
Location,4,200000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4331686_uploaded_image1_1691774420.jpg
Location,5,500000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4331558_uploaded_image1_1691765971.jpg
Location,5,500000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4331553_uploaded_image1_1691765831.jpg
Vente,7,470000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4291101_uploaded_image1_1689152064.jpg
Location,9,1200000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4294599_uploaded_image1_1689352491.jpg
Vente,4,55000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330208_uploaded_image1_1691685712.jpg
Location,7,1500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4329905_uploaded_image1_1691673866.jpg
Location,6,1000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4329880_uploaded_image1_1691672535.jpg
Location,9,3000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289283_uploaded_image1_1689035468.jpg
Location,5,4000000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4290137_uploaded_image1_1689086606.jpg
Location,8,700000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4290118_uploaded_image1_1689085891.jpg
Location,3,150000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4328589_uploaded_image1_1691592609.jpg
Vente,7,465000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4292916_uploaded_image1_1689252890.jpg
Vente,6,85000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4292464_uploaded_image1_1689233734.jpg
Vente,6,1000000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4328397_uploaded_image1_1691584121.jpg
Vente,6,300000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289279_uploaded_image1_1689035322.jpg
Vente,6,75000000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289285_uploaded_image1_1689035840.jpg
Vente,5,140000000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4327799_uploaded_image1_1691539303.jpg
Vente,3,75000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4288895_uploaded_image1_1689011826.jpg
Location,5,725000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4327710_uploaded_image1_1691534409.jpg
Location,10,1800000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4291844_uploaded_image1_1689179685.jpg
Vente,4,46000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4327009_uploaded_image1_1691502546.jpg
Vente,4,120000000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4326588_uploaded_image1_1691485418.jpg
Vente,4,115000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4326430_uploaded_image1_1691474871.jpg
Location,10,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287292_uploaded_image1_1688899361.jpg
Vente,5,220000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287248_uploaded_image1_1688896332.jpg
Location,7,400000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4290320_uploaded_image1_1689093565.jpg
Vente,4,95000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4325747_uploaded_image1_1691423456.jpg
Location,5,300000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4325552_uploaded_image1_1691416535.jpg
Location,5,300000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4325518_uploaded_image1_1691414847.jpg
Vente,4,165000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4292490_uploaded_image1_1689235882.jpg
Vente,5,20000000,"Malikounda, Sénégal",https://images.coinafrique.com/thumb_4324181_uploaded_image1_1691317203.jpg
vente,4,48000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4323965_uploaded_image1_1691283532.jpg
Location,15,1000000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4323795_uploaded_image1_1691271059.jpg
Location,5,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287744_uploaded_image1_1688929083.jpg
Vente,3,26000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4323456_uploaded_image2_1691248749.jpeg
Location,5,850000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4298832_uploaded_image1_1689681387.jpg
Location,5,1700000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4286650_uploaded_image1_1688832742.jpg
Vente,8,65000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4286495_uploaded_image1_1688825172.jpg
Location,6,3500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4282294_uploaded_image1_1688575183.jpg
Vente,2,370000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4321632_uploaded_image1_1691147801.jpg
Vente,4,53000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4321486_uploaded_image1_1691141407.jpg
Location,6,1600000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4282809_uploaded_image1_1688599866.jpg
Location,6,2600000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4282816_uploaded_image1_1688600195.jpg
Vente,5,210000000,"Djily MBaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4284036_uploaded_image1_1688670683.jpg
Location,3,650000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4282393_uploaded_image1_1688578488.jpg
Vente,6,250000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4286660_uploaded_image1_1688833468.jpg
Vente,6,300000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4286483_uploaded_image1_1688824685.jpg
Vente,4,115000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4320442_uploaded_image1_1691074461.jpg
Location,4,350000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4320322_uploaded_image1_1691069584.jpg
Location,6,1650000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4281935_uploaded_image1_1688559531.jpg
Location,5,1800000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4281737_uploaded_image1_1688553547.jpg
Location,10,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4285408_uploaded_image1_1688754123.jpg
Vente,4,115000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4319530_uploaded_image1_1691021277.jpg
Vente,6,160000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4286574_uploaded_image1_1688828541.jpg
Location,6,1500000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4286425_uploaded_image1_1688821772.jpg
Vente,6,70000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4277406_uploaded_image1_1688283114.jpg
Vente,9,75000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4277404_uploaded_image1_1688282741.jpg
