web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212864-2970","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement  F4 à la cité Mbakiyou Mamelles","450 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-la-cite-mbakiyou-mamelles-4382055"
"1706212864-2971","https://sn.coinafrique.com/categorie/appartements?page=15","Vente appartement 4 pièces - Mermoz - Sotrac","105 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sotrac-4378590"
"1706212864-2972","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 1 pièces - Dakar","140 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-pieces-dakar-4381543"
"1706212864-2973","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Mermoz Dakar","750 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-dakar-4381542"
"1706212864-2974","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Mamelles","450 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4417768"
"1706212864-2975","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Maristes","225 000CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-maristes-4417763"
"1706212864-2976","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Ngor","650 000CFA","Ngor, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4381285"
"1706212864-2977","https://sn.coinafrique.com/categorie/appartements?page=15","Location studio - Mermoz","250 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-studio-mermoz-4417368"
"1706212864-2978","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Ngor - Almadies","450 000CFA","Ngor, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-almadies-4377519"
"1706212864-2979","https://sn.coinafrique.com/categorie/appartements?page=15","Vente appartements 4 pièces  - Fann","175 000 000CFA","Fann, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-fann-4391947"
"1706212864-2980","https://sn.coinafrique.com/categorie/appartements?page=15","Vente appartement - Mariste","Prix sur demande","Mariste, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-mariste-4415945"
"1706212864-2981","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces   -  Point E","1 200 000CFA","Point E, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4376918"
"1706212864-2982","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Sicap Amitié rue 10","584 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-amitie-rue-10-4376705"
"1706212864-2983","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces -  Mamelle","500 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelle-4378424"
"1706212864-2984","https://sn.coinafrique.com/categorie/appartements?page=15","Location  appartement standing - Mermoz","1 136 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-standing-mermoz-4378859"
"1706212864-2985","https://sn.coinafrique.com/categorie/appartements?page=15","Location studio - Ouakam","200 000CFA","Ouakam, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ouakam-4415311"
"1706212864-2986","https://sn.coinafrique.com/categorie/appartements?page=15","Vente appartement 04 pièces - Almadies","165 000 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-04-pieces-almadies-4415198"
"1706212864-2987","https://sn.coinafrique.com/categorie/appartements?page=15","Vente appartement 3 pièces - Sicap Liberté","95 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-sicap-liberte-4378936"
"1706212864-2988","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartements 5 pièces -  Virage Yoff","1 400 000CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-virage-yoff-4378933"
"1706212864-2989","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Almadies","700 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4378928"
"1706212864-2990","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartements 5 pièces - Corniche Almadies","2 400 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-corniche-almadies-4378910"
"1706212864-2991","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartements 4 pièces - Almadies","900 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4378906"
"1706212864-2992","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Mamelles","750 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4378895"
"1706212864-2993","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Mamelles","600 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4374467"
"1706212864-2994","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Mermoz","695 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4375472"
"1706212864-2995","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Mermoz","963 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4375464"
"1706212864-2996","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Mermoz","1 395 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4375446"
"1706212864-2997","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Almadies","2 500 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4378340"
"1706212864-2998","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 5 pièces - Yoff virage","1 350 000CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-yoff-virage-4378199"
"1706212864-2999","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Mamelles","850 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4380268"
"1706212864-3000","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Sacré-Coeur","350 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sacre-coeur-4374970"
"1706212864-3001","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 5 pièces - Mamelles","900 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4380260"
"1706212864-3002","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Mermoz-Sacré Coeur","650 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4374914"
"1706212864-3003","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement  4 pièces - Mermoz","800 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4374908"
"1706212864-3004","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Ouest Foire","400 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4413964"
"1706212864-3005","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Mermoz-Sacré Coeur","1 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4377907"
"1706212864-3006","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 04 pièces - Almadies","300CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-almadies-4413859"
"1706212864-3007","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 2 pièces - Yoff","225CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-yoff-4413856"
"1706212864-3008","https://sn.coinafrique.com/categorie/appartements?page=15","Vente appartement 2 pièces - Almadies","46 000 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-2-pieces-almadies-4413832"
"1706212864-3009","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 3 pièces - Mamelles","475 000CFA","Mamelles, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4413701"
"1706212864-3010","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 2 pièces - Almadies","300 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-almadies-4412969"
"1706212864-3011","https://sn.coinafrique.com/categorie/appartements?page=15","Location studio - Cité Magistrats","200 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-magistrats-4412938"
"1706212864-3012","https://sn.coinafrique.com/categorie/appartements?page=15","Location appartement 4 pièces - Mermoz-Sacré coeur","1 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4376743"
