web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212537-532","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces haut standing - Dakar Plateau","2 500 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-haut-standing-dakar-plateau-3919134"
"1706212537-533","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 3 pièces - Amitié 1","800 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-amitie-1-3914514"
"1706212537-534","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 03 pièces - Mamelles","380 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-mamelles-3922853"
"1706212537-535","https://sn.coinafrique.com/categorie/appartements?page=44","Location Studio - Ouest Foire","850 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-3957810"
"1706212537-536","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Ngor","500 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-3957760"
"1706212537-537","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces - Dakar","160 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-3957629"
"1706212537-538","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 4 pièces  - Sicap Liberté","500 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-liberte-3957348"
"1706212537-539","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 04 pièces - Point-E","1 300 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-04-pieces-point-e-3916306"
"1706212537-540","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 04 pièces - Point E","650 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-04-pieces-point-e-3920953"
"1706212537-541","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 2 pièces - Mermoz-sacré cœur","350 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-cur-3914712"
"1706212537-542","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Mariste","350 000CFA","Mariste, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mariste-3917727"
"1706212537-543","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 3 pièces - Dakar plateau","1 500 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-dakar-plateau-3917705"
"1706212537-544","https://sn.coinafrique.com/categorie/appartements?page=44","Location studio 2 pièces - Mamelles","240 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-mamelles-3956391"
"1706212537-545","https://sn.coinafrique.com/categorie/appartements?page=44","Location Appartement 3 pièces - Pikine","150 000CFA","Guediawaye, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-pikine-3956330"
"1706212537-546","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Cité Keur Gorgui","650 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-gorgui-3956131"
"1706212537-547","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Mermoz Sacré-Cœur","1 136 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-cur-3956026"
"1706212537-548","https://sn.coinafrique.com/categorie/appartements?page=44","Location studio 2 pièces - Dalifort Serras","130 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-dalifort-serras-3955843"
"1706212537-549","https://sn.coinafrique.com/categorie/appartements?page=44","Vente appartement 3 pièces - Mermoz Sacré-Cœur","110 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-mermoz-sacre-cur-3955797"
"1706212537-550","https://sn.coinafrique.com/categorie/appartements?page=44","Location Appartement 3 pièces - Keur Massar","160 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-keur-massar-3955794"
"1706212537-551","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 4 pièces - Mermoz-Sacré Coeur","1 200 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-3955770"
"1706212537-552","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces - Sacré-cœur","400 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sacre-cur-3916144"
"1706212537-553","https://sn.coinafrique.com/categorie/appartements?page=44","Location studio - Mamelles","300 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-mamelles-3916120"
"1706212537-554","https://sn.coinafrique.com/categorie/appartements?page=44","Location apparemment 4 pièces - Sacré-cœur","750 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-apparemment-4-pieces-sacre-cur-3915981"
"1706212537-555","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces à Sacré-Cœur","380 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-sacre-cur-3915952"
"1706212537-556","https://sn.coinafrique.com/categorie/appartements?page=44","Location Appartement 3 pièces - Yoff","100 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-3954933"
"1706212537-557","https://sn.coinafrique.com/categorie/appartements?page=44","Location Appartement 3 pièces - Yoff","100 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-3954928"
"1706212537-558","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement standing  - Mermoz","750 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-standing-mermoz-3915784"
"1706212537-559","https://sn.coinafrique.com/categorie/appartements?page=44","Location studio à Ngor- Almadies","400 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-a-ngor-almadies-3915652"
"1706212537-560","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Point E","850 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-3915498"
"1706212537-561","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces à Dakar Plateau","550 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-dakar-plateau-3915434"
"1706212537-562","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces - Almadies","700 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3915322"
"1706212537-563","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Almadies","60 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3915187"
"1706212537-564","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement F3 grand standing  à Ngor Almadies","650 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-grand-standing-a-ngor-almadies-3914950"
"1706212537-565","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement F3 grand standing au Virage-yoff","650 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-grand-standing-au-virage-yoff-3914946"
"1706212537-566","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 3 pièces - Almadies","350 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-almadies-3953753"
"1706212537-567","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces à Sacré-Cœur 3","290 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-sacre-cur-3-3914133"
"1706212537-568","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Dakar Plateau","800 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-3913991"
"1706212537-569","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Mamelles","550 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3913949"
"1706212537-570","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement F5 à HLM  grand yoff","350 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-a-hlm-grand-yoff-3913210"
"1706212537-571","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces - Yoff","400 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-3952335"
"1706212537-572","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 2 pièces - Sicap-Foire","175 000CFA","Sicap foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-sicap-foire-3951973"
"1706212537-573","https://sn.coinafrique.com/categorie/appartements?page=44","Location Appartements 3 pièces - Yoff","200 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-yoff-3951960"
"1706212537-574","https://sn.coinafrique.com/categorie/appartements?page=44","Vente appartement F4 - Yoff Virage","125 000 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-yoff-virage-3912305"
"1706212537-575","https://sn.coinafrique.com/categorie/appartements?page=44","Location villa duplex  190m² standing entré Ouakam","1 100 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-villa-duplex-190m-standing-entre-ouakam-3912121"
"1706212537-576","https://sn.coinafrique.com/categorie/appartements?page=44","Location mini studio - Médina","125 000CFA","Medina, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-medina-3911542"
"1706212537-577","https://sn.coinafrique.com/categorie/appartements?page=44","Location Appartements 3 pièces - Mermoz-sacré coeur","550 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-3950246"
"1706212537-578","https://sn.coinafrique.com/categorie/appartements?page=44","Location  appartement aux Mamelle","350 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-mamelle-3906774"
"1706212537-579","https://sn.coinafrique.com/categorie/appartements?page=44","Location apparemment - Zac Mbao","180 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-apparemment-zac-mbao-3949132"
"1706212537-580","https://sn.coinafrique.com/categorie/appartements?page=44","Location studio 2 pièces - Point E","550 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-point-e-3910619"
"1706212537-581","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement haut standing 4 pièces - Sicap Karack","650 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-haut-standing-4-pieces-sicap-karack-3910596"
"1706212537-582","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Mamelles","550 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3910593"
"1706212537-583","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 5 pièces - Mamelles","1 300 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-3907597"
"1706212537-584","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces à Ngor Almadies","650 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-ngor-almadies-3907450"
"1706212537-585","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 4 pièces - Fann","850 000CFA","Fann, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-3948042"
"1706212537-586","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 3 pièces - Yoff","700 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-3906115"
"1706212537-587","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartement 2 pièces - Yoff","400 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-yoff-3905621"
"1706212537-588","https://sn.coinafrique.com/categorie/appartements?page=44","Location appartements 4 pièces - Ouakam","400 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-3904695"
"1706212547-589","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Sacré-Cœur","500 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-cur-3936466"
"1706212547-590","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Almadies","550 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3936461"
"1706212547-591","https://sn.coinafrique.com/categorie/appartements?page=43","Location studio 1 pièce à HLM  Grand Yoff","150 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-1-piece-a-hlm-grand-yoff-3936154"
"1706212547-592","https://sn.coinafrique.com/categorie/appartements?page=43","Location studio  - Ouest Foire","180 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-3974953"
"1706212547-593","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 4 pièces - Ouest foire","300 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouest-foire-3974951"
"1706212547-594","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - cité Magistrat","250 000CFA","Sipres, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-magistrat-3935596"
"1706212547-595","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 5 pièces - Ouest-Foire","400 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3935588"
"1706212547-596","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 1 pièce - Almadies","40 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-piece-almadies-3938357"
"1706212547-597","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 6 pièces - Ngor","1 200 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-ngor-3974555"
"1706212547-598","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Mermoz-Sacré-Coeur","1 200 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-3943163"
"1706212547-599","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Mermoz - Sacré coeur","350 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-3974449"
"1706212547-600","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Ngor","750 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-3974415"
"1706212547-601","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 05 pièces - Sipres","800 000CFA","Sipres, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-05-pieces-sipres-3935209"
"1706212547-602","https://sn.coinafrique.com/categorie/appartements?page=43","location appartement 4 pièces - Amitié","750 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-amitie-3934495"
"1706212547-603","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Zac Mbao sortie 9 Péage","200 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-sortie-9-peage-3935172"
"1706212547-604","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 03 pièces - Mermoz-sacré cœur","650 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-mermoz-sacre-cur-3933299"
"1706212547-605","https://sn.coinafrique.com/categorie/appartements?page=43","Location mini studio haut standing à Fass","200 000CFA","Fass, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-haut-standing-a-fass-3935186"
"1706212547-606","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Point E","1 500 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-3935111"
"1706212547-607","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement haut standing - Cité Keur Gorgui","800 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-haut-standing-cite-keur-gorgui-3935004"
"1706212547-608","https://sn.coinafrique.com/categorie/appartements?page=43","Vente appartements 4 pièces - Dakar plateau","160 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-dakar-plateau-3934618"
"1706212547-609","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Almadies","500 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3934370"
"1706212547-610","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces à l’aéroport - Yoff","400 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-laeroport-yoff-3934188"
"1706212547-611","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces à Mermoz","900 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-mermoz-3930558"
"1706212547-612","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Sacré-Cœur","500 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-cur-3933772"
"1706212547-613","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Sacré Coeur","600 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-3933002"
"1706212547-614","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Mamelles","900 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3930175"
"1706212547-615","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces -Dakar","750 000CFA","Fass, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-3932759"
"1706212547-616","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 4 pièces - Sacré-cœur","500 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sacre-cur-3932645"
"1706212547-617","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 4 pièces - Almadies","550 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3932640"
"1706212547-618","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement F4 - Zone b","1 100 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-zone-b-3931750"
"1706212547-619","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Nord Foire","250 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-nord-foire-3970995"
"1706212547-620","https://sn.coinafrique.com/categorie/appartements?page=43","Location Appartement 2 pièces - Sénégal","240 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-senegal-3970979"
"1706212547-621","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 5 pièces - Ngor","450 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ngor-3931743"
"1706212547-622","https://sn.coinafrique.com/categorie/appartements?page=43","Location studio 2 pièces aux Almadies","400 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-aux-almadies-3930344"
"1706212547-623","https://sn.coinafrique.com/categorie/appartements?page=43","Location studio - Ngor Almadies","400 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-3930775"
"1706212547-624","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces- Corniche de ouakam","400 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-corniche-de-ouakam-3927666"
"1706212547-625","https://sn.coinafrique.com/categorie/appartements?page=43","Location Appartement 3 pièces - Mermoz Sacré-Cœur","300 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-cur-3970243"
"1706212547-626","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement aux Almadies","500 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-almadies-3930243"
"1706212547-627","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Almadies","550 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3929934"
"1706212547-628","https://sn.coinafrique.com/categorie/appartements?page=43","Location apparemment 3 pièces - Pikine st louis","100 000CFA","Saint Louis, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-apparemment-3-pieces-pikine-st-louis-3929543"
"1706212547-629","https://sn.coinafrique.com/categorie/appartements?page=43","Location Appartements - Almadies","230 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-almadies-3968083"
"1706212547-630","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Almadies","550 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3928677"
"1706212547-631","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Sacré-Coeur","500 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-3928686"
"1706212547-632","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Nord-Foire","150 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-nord-foire-3928700"
"1706212547-633","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement duplex  6 pièces au Virage-Yoff","850 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-6-pieces-au-virage-yoff-3928598"
"1706212547-634","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement - Ngor","250 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-3967610"
"1706212547-635","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement - Vdn","500 000CFA","Sipres, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-vdn-3927632"
"1706212547-636","https://sn.coinafrique.com/categorie/appartements?page=43","Location studio - Vdn","300 000CFA","Sipres, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-vdn-3927628"
"1706212547-637","https://sn.coinafrique.com/categorie/appartements?page=43","Location Appartement 3 pièces - Sicap Baobab","450 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sicap-baobab-3966065"
"1706212547-638","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Mamelles","500 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3926781"
"1706212547-639","https://sn.coinafrique.com/categorie/appartements?page=43","Vente appartement 4 pièces - Ouakam","45 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-ouakam-3923613"
